loja_id,regiao,tamanho_loja,dia_semana,mes,ano,temperatura,precipitacao,dia_pagamento,vendas_total,probabilidade_inadimplencia,categoria_produto_mais_vendido
39,Nordeste,Média,2,2,2023,27.95181104057473,44.91748353619793,9,66932.12072238915,0.11601224610789404,Construção
22,Sudeste,Grande,2,10,2019,26.72543093007541,39.036742421197026,28,76895.5372202814,0.0816145239237693,Construção
26,Sudeste,Pequena,7,3,2021,20.3400443735823,36.65380789058083,16,50165.84828301226,0.14226943907573117,Acabamento
44,Sudeste,Grande,5,1,2021,31.056327482465065,17.896591151169346,11,68597.8398137795,0.07410152497307793,Hidráulica
25,Norte,Pequena,7,4,2018,28.992524523078345,31.761201063766713,14,67236.8883720495,0.01642428964768619,Materiais Básicos
17,Sul,Média,5,8,2019,29.577648958623715,31.182929408356376,8,54888.72138506412,0.09668245514096072,Hidráulica
13,Nordeste,Pequena,3,5,2023,31.320250852535825,39.853096080319276,27,50028.675344112075,0.08660080260519219,Hidráulica
20,Sudeste,Grande,1,2,2022,27.088375503259797,81.24488421276583,13,80005.21745988545,0.04587611099292138,Acabamento
25,Nordeste,Pequena,1,3,2022,32.40496202058746,46.84876088892445,10,50971.73510768308,0.13931376788626096,Construção
4,Norte,Grande,5,1,2022,26.888197858933204,54.8353377976862,23,83506.86232047045,0.11784742730893863,Construção
10,Sul,Média,2,2,2021,23.904707059876955,55.46639289023854,12,28880.12337821648,0.05070763702198875,Materiais Básicos
3,Norte,Pequena,6,1,2023,24.966980447583175,81.75161825684734,21,45676.674648669425,0.023353910446413953,Acabamento
41,Nordeste,Grande,7,2,2022,24.88078115931942,38.48829092309417,29,55364.27770414845,0.11775714321364736,Hidráulica
45,Sul,Grande,3,3,2019,22.403043389547285,45.54955839483877,3,84976.2281950607,0.052183282756198324,Materiais Básicos
18,Sul,Grande,1,1,2019,33.159444241851105,47.87601256451633,2,78434.70462782957,0.05202984640940975,Construção
47,Norte,Pequena,5,11,2022,26.48147682751834,72.73069711549536,11,69956.02149642355,0.09454693695625425,Hidráulica
36,Sudeste,Pequena,2,9,2020,25.473692379164532,76.88211387508909,24,55970.59331252346,0.10237492061761277,Hidráulica
47,Nordeste,Pequena,2,10,2022,26.941371274632168,59.49167639387889,18,45658.71219879105,0.12514709785858735,Materiais Básicos
22,Centro-Oeste,Média,2,5,2020,39.899272583685736,74.65818748123759,24,34788.38785681905,0.15284789360947237,Elétrica
34,Centro-Oeste,Grande,7,8,2018,19.341379057001703,53.553219929379786,21,78377.44943432178,0.07681307454041891,Acabamento
47,Norte,Grande,6,5,2018,20.774807441418623,46.54793504766355,25,70168.14796880879,0.12938118873101312,Ferramentas
8,Nordeste,Média,4,8,2019,18.097144912765017,73.57448173171244,4,15221.949236772085,0.09129003267290224,Construção
40,Nordeste,Média,7,7,2023,23.83700380782257,59.75235350467595,8,24241.29188022585,0.15884846395259347,Hidráulica
49,Norte,Pequena,6,12,2021,26.2275922166368,35.28938668184836,29,60844.85537166378,0.05758888787918234,Construção
44,Nordeste,Pequena,2,4,2023,22.673387408294612,69.94841876248702,11,47839.4342379312,0.12621177563734637,Acabamento
19,Sudeste,Pequena,5,7,2019,22.30136600924115,45.83014737959441,15,41160.26438297311,0.05864529227687362,Acabamento
42,Norte,Pequena,3,6,2019,25.71202433314066,43.38352954551591,23,41622.55227952987,0.054644905827842476,Materiais Básicos
41,Sudeste,Pequena,6,3,2023,22.489460875851513,67.86008736399424,28,32997.688624730436,0.07717780960500764,Materiais Básicos
37,Nordeste,Pequena,5,9,2021,26.55087913591419,48.22335718310174,24,51877.71572124416,-0.005108516231365656,Materiais Básicos
6,Norte,Média,7,12,2019,30.571171733713022,57.779170720805794,21,37858.947906956106,0.14932628786017685,Acabamento
26,Nordeste,Média,7,10,2021,28.38515234900403,63.23879168141599,2,33155.201517384,0.05635110940495039,Materiais Básicos
34,Norte,Média,2,9,2019,29.40506673582601,34.34113841455231,23,65234.16615654314,0.07696191815702269,Ferramentas
45,Nordeste,Grande,3,5,2018,30.429592057533597,57.69701129364404,19,77919.88603236852,0.051637039451751805,Acabamento
6,Sudeste,Grande,1,8,2020,26.414140800593515,76.98946210523248,15,70955.76709087515,0.14749387351630816,Materiais Básicos
37,Sudeste,Pequena,1,7,2019,24.206794869784495,30.870657125207796,29,50189.27396092437,0.11335467338305388,Hidráulica
33,Nordeste,Média,7,9,2020,21.138734645584023,58.99817777662456,26,45651.95670186516,0.12754242137684257,Acabamento
22,Norte,Grande,5,7,2022,23.044109181821394,33.41064530839425,26,65781.94649862358,0.10849023825675538,Elétrica
21,Centro-Oeste,Grande,3,4,2019,22.381572336615527,70.42795367680796,26,72754.4227619294,0.10841650449721939,Elétrica
6,Sudeste,Média,5,4,2018,28.65836163310456,70.23811167499542,28,47058.164388849444,0.11660979009443476,Acabamento
6,Sudeste,Grande,3,11,2021,26.73391277297098,42.913553195018025,27,90458.7896856159,0.14746162185030115,Acabamento
48,Centro-Oeste,Grande,3,8,2018,28.483789313571506,94.19257304381725,26,106882.13490215057,0.04263044178127989,Elétrica
4,Nordeste,Média,7,6,2020,19.19831571949924,72.13250618274569,13,53753.4316520563,0.07146364685636604,Hidráulica
30,Norte,Grande,5,9,2021,32.1587474212054,64.13857970272338,2,97865.43708996152,0.04743169909477644,Hidráulica
11,Nordeste,Média,7,10,2018,22.865098142466188,63.012217922122716,3,26856.882753788926,0.12999621535934802,Hidráulica
30,Sul,Grande,3,7,2018,19.49991678962669,69.67853818412448,30,104077.41045443279,0.12206303987871563,Ferramentas
31,Sudeste,Média,6,7,2018,22.803911175890935,30.087151855116797,14,39856.09946431404,0.1359056409309466,Construção
24,Sul,Grande,2,4,2023,37.41882996293754,53.892151969220485,20,34904.29358140252,-0.02751128759602836,Construção
9,Sudeste,Grande,3,3,2021,23.061415667542164,57.66380770754655,26,55893.77053260736,0.07836399251226844,Ferramentas
3,Sudeste,Média,6,8,2018,23.374517642645372,41.9972787339488,13,48623.839934984484,-0.019017126903439485,Hidráulica
31,Sul,Grande,3,7,2018,24.03947659685162,59.29590538887931,27,29159.240667457925,0.19756165513816387,Elétrica
40,Sul,Média,6,4,2020,24.256898082842724,74.63388600868012,23,60679.313376136,0.10635086289228927,Ferramentas
37,Nordeste,Média,5,4,2018,21.092619670993727,41.56461824468187,26,49985.79451252919,0.05912723953060661,Materiais Básicos
36,Sul,Grande,1,1,2018,25.716065416030652,48.91151399257389,16,66399.33728007221,0.09388678711604397,Construção
24,Nordeste,Pequena,4,11,2022,30.37797454099165,33.58829408292111,12,26007.40836543645,0.09909351575151688,Ferramentas
31,Nordeste,Grande,3,7,2021,26.571446577393537,14.260219803784153,1,76616.31320762067,0.1988512793209402,Elétrica
6,Nordeste,Pequena,4,1,2022,19.44417350550007,65.57864361041021,6,28919.237632089516,0.09038200843164165,Elétrica
2,Sudeste,Pequena,3,10,2023,23.278270475331457,49.48532410321505,13,25692.00112720893,0.1092796491427872,Acabamento
20,Sudeste,Grande,5,10,2020,22.242362999491853,50.951588343055754,22,73549.63043685735,0.07034640104928835,Elétrica
28,Sul,Pequena,5,4,2022,25.264697341174006,30.26452763652946,24,50399.38967288324,0.20547499431541036,Hidráulica
11,Sudeste,Média,6,11,2023,31.652258357811583,46.289929419276184,2,54701.71399714485,0.17861866874819388,Elétrica
4,Sul,Média,3,3,2019,24.255586019895585,71.93187578364247,18,61518.451356387246,0.002193843558686931,Ferramentas
15,Sudeste,Pequena,5,11,2021,24.559225655648046,50.0164267355892,17,63345.95929341127,0.14268348301781225,Ferramentas
6,Norte,Média,5,3,2018,33.88822409409715,50.58367516110825,19,31037.663051655818,0.12240223936284075,Ferramentas
49,Norte,Grande,3,12,2022,29.3810299583583,54.15056555726845,23,29135.635447389748,0.061207010580611614,Elétrica
30,Sul,Média,6,1,2022,27.870406410532674,25.27235743187088,15,56895.7092948819,0.05033566229172881,Hidráulica
38,Sudeste,Pequena,6,4,2018,34.790658076508876,62.49840928204714,8,50744.68241505526,-0.0015008178623328455,Construção
2,Sudeste,Grande,6,1,2018,27.449056273970065,24.896037701683387,23,64695.46167910969,0.13213615936663756,Hidráulica
15,Nordeste,Média,6,8,2020,15.067364290112389,31.207688374419472,9,38262.034630844355,0.03202921420874685,Acabamento
11,Centro-Oeste,Grande,1,1,2022,29.163328789401803,29.015704619856706,8,56183.66997816069,0.11549255702251263,Materiais Básicos
8,Sul,Pequena,3,12,2022,17.03995771440675,46.49550066738909,8,75907.63469028624,0.045578619494202846,Hidráulica
26,Centro-Oeste,Média,7,6,2019,27.26002684291224,42.95094592924285,11,19829.926812076996,0.040236407827741495,Construção
45,Centro-Oeste,Grande,1,7,2023,16.4312821293538,49.97549923383491,18,84523.36345737883,0.10251269029255725,Construção
44,Sul,Grande,5,10,2019,22.665722948000404,31.894876804471135,17,46084.756296795334,0.16253081122583152,Ferramentas
5,Sudeste,Média,1,12,2022,23.181077351950645,70.10990640612756,22,40084.49650286467,0.0616237004050434,Acabamento
6,Sul,Grande,7,2,2019,21.149404463841233,66.68055137452662,23,65119.5630606794,0.09704041585381189,Construção
26,Centro-Oeste,Grande,7,4,2022,23.255740014044,46.52372974216559,6,52912.44375810982,0.1051439923486006,Hidráulica
4,Sudeste,Pequena,7,11,2021,30.162808601802762,40.43266566824124,23,46599.603138940365,0.09606181251713747,Hidráulica
19,Norte,Pequena,6,3,2020,21.430235439202235,38.412850133096015,24,10576.671602771123,0.11549075756092508,Materiais Básicos
20,Sul,Pequena,5,9,2019,27.725704397552704,43.79710009978641,2,27003.53221518867,0.10081488277723208,Materiais Básicos
33,Sul,Pequena,1,7,2022,20.1717518019635,21.99509542497647,1,22176.475652004214,0.01293133452449681,Materiais Básicos
20,Sudeste,Pequena,1,2,2019,24.052502118039353,30.807853755763187,10,31681.27303044372,0.1652327847087281,Hidráulica
49,Norte,Pequena,3,11,2023,26.61919633163725,67.20240783969933,8,38067.33989639578,0.11974446794143513,Construção
12,Norte,Média,1,12,2020,20.0173579169072,56.03624972151737,16,49909.23592525665,0.08933912602241473,Hidráulica
47,Sudeste,Pequena,5,6,2021,18.44139783544655,82.68548971953061,24,40349.34251506488,0.05002513375399045,Ferramentas
1,Nordeste,Grande,6,9,2018,27.459390752894443,44.01609699661357,14,44345.25166885515,0.08174372432714713,Elétrica
26,Sul,Média,3,12,2018,30.615401996703195,42.76973545786265,24,42140.6367327216,0.1437018270499993,Materiais Básicos
14,Sul,Grande,1,3,2019,24.60467490256314,41.842021509127036,16,59292.45671097833,0.033454957497946344,Ferramentas
38,Centro-Oeste,Pequena,3,11,2022,22.713435467216478,43.616710335636625,14,44429.436769737295,0.05803459771060322,Ferramentas
37,Sudeste,Pequena,4,6,2023,25.778376938441934,36.80091973706804,26,44989.180038936334,0.0957290164912527,Construção
11,Centro-Oeste,Grande,3,3,2020,25.277399593826903,55.419764293744,7,57455.50548820076,0.019634555730464576,Acabamento
36,Centro-Oeste,Grande,7,3,2021,26.214512703556256,50.58208134296822,18,39561.34497626443,0.05146474248863961,Ferramentas
13,Norte,Grande,6,4,2021,12.358774498431428,39.80170996323455,20,73919.90881296912,0.08620765969008086,Materiais Básicos
43,Sul,Média,7,9,2021,19.654478544170182,75.02297826037804,9,62535.43454319963,-0.02256971218174124,Elétrica
3,Centro-Oeste,Pequena,4,11,2018,20.77384947281573,87.93165844972614,24,34090.349621397516,0.08797188359761822,Ferramentas
33,Norte,Grande,7,8,2020,25.754338142557813,73.331544111468,4,72535.46889600815,0.03426205011904701,Hidráulica
6,Sudeste,Pequena,4,1,2018,25.92938941811133,61.1624802616679,24,43344.33131398227,0.15915144643791893,Hidráulica
10,Centro-Oeste,Grande,3,12,2019,28.18090244342018,65.23539452527548,26,88052.95151021525,0.07227723268631153,Ferramentas
5,Sul,Pequena,5,11,2021,26.287908746052185,87.1283103565267,29,36990.11993199719,0.13691925615917766,Materiais Básicos
23,Centro-Oeste,Média,6,1,2020,18.49632464806332,65.20638631518848,16,46761.43544186103,0.11929388543721091,Construção
10,Sudeste,Pequena,5,7,2021,32.2350230879253,38.29628294801431,22,48144.78069627973,0.06055197869210269,Construção
44,Centro-Oeste,Grande,6,3,2018,31.35959151711183,57.84545053301097,11,80727.70696619648,0.11759522889103659,Elétrica
2,Sul,Pequena,6,11,2018,18.70901354986537,62.52488532126635,9,33480.74034036536,0.185011195789413,Elétrica
13,Norte,Média,7,7,2018,26.663526471870913,30.105654519281604,17,54560.38393848301,0.10248124156805051,Materiais Básicos
40,Sul,Média,7,9,2021,22.02287807378492,44.301383627136445,22,42009.8359714778,0.08224815472092518,Hidráulica
2,Norte,Pequena,5,3,2020,25.694319946002743,72.00783648110932,11,57713.54633105498,0.11903031394709697,Hidráulica
20,Nordeste,Grande,2,3,2020,30.26655139820935,13.530145299008275,20,52839.19563874978,0.12420949520425716,Construção
1,Sul,Média,4,2,2019,35.65052133160479,24.991429099188117,3,68793.24916707801,0.08152095725597124,Construção
37,Sul,Média,7,10,2021,28.75638852571305,46.471858927433445,21,25860.383361086246,-0.04521761768680613,Acabamento
9,Sudeste,Pequena,7,1,2019,26.47467367555068,57.07359191011409,26,58150.6562741423,0.05544997114155342,Ferramentas
17,Centro-Oeste,Média,7,9,2023,23.300894158458515,22.84735110102186,11,54694.876138371175,0.034779914982540544,Construção
9,Norte,Média,3,6,2019,25.910674355055882,47.464214966681176,8,56915.37619929355,0.09882508139963393,Ferramentas
11,Norte,Grande,5,6,2019,31.798859466641566,73.07537078177134,27,98696.20108244357,0.15881532907264823,Construção
15,Sudeste,Grande,5,8,2019,24.776456216202075,51.373029141485674,10,34547.915865530515,0.124375393869022,Hidráulica
24,Sudeste,Grande,7,11,2018,20.569436743261747,68.78177887262261,6,123747.18648998412,0.0751070953899222,Ferramentas
38,Centro-Oeste,Pequena,3,5,2023,16.901550672416867,38.157717573299934,17,57784.27525584146,0.1131042229845219,Materiais Básicos
35,Centro-Oeste,Média,7,9,2019,27.565239337051253,33.80166286421637,6,78939.64867432113,0.09900998335747646,Elétrica
30,Sul,Pequena,4,11,2020,26.236440628138695,66.97747660570096,7,77976.93370594649,0.1260265187355199,Construção
31,Nordeste,Média,3,5,2019,21.77045913368852,57.3853106931238,13,45139.06114278261,0.1288084127483187,Acabamento
49,Centro-Oeste,Média,7,2,2018,30.130070628536487,26.28807984451082,6,53867.79541855877,0.16511097293433474,Materiais Básicos
5,Sudeste,Média,6,6,2022,22.891115678061848,33.98318167674422,3,61242.72372071426,0.0930357455688485,Materiais Básicos
44,Centro-Oeste,Grande,2,9,2023,24.326779540876025,81.29162482114829,27,23675.995762353716,0.01010789932255507,Materiais Básicos
14,Norte,Pequena,6,3,2022,24.91667933351028,31.508895610613678,25,48679.09062485448,0.033746271159594915,Ferramentas
11,Nordeste,Pequena,2,10,2022,23.24523628930956,68.68657493451995,13,51626.641449031944,0.1008716795076354,Elétrica
9,Sul,Média,3,4,2023,26.179325328747854,40.43626605532601,10,72920.32835573649,0.08655693451778346,Acabamento
34,Norte,Pequena,6,10,2021,30.757575729665007,49.93648286465737,26,45282.79275663679,0.136106356201051,Hidráulica
12,Norte,Grande,4,11,2020,19.287590509407885,55.891852418867444,4,83114.83126733096,0.1518726910556046,Materiais Básicos
35,Nordeste,Pequena,6,8,2018,27.442600692370043,7.980375790008026,5,46870.4920636875,0.10180805851039479,Materiais Básicos
35,Sul,Média,5,6,2023,25.860793348032207,20.74565329145402,21,48766.26214617618,0.03750848040744055,Materiais Básicos
1,Sudeste,Grande,2,7,2022,25.76881914772353,51.72666037574325,19,53994.22701504122,0.1280977011431817,Hidráulica
40,Sul,Grande,2,7,2018,29.359222849370454,35.51384872432239,28,60094.57219097813,0.11395696255768518,Construção
22,Centro-Oeste,Média,7,4,2018,25.246487126085793,69.93162590549244,18,34330.079009594476,0.1317370953424307,Ferramentas
29,Norte,Pequena,4,12,2021,27.401146309528514,17.877582382637506,24,27314.00636786883,0.06375600537522401,Ferramentas
8,Centro-Oeste,Média,2,6,2022,28.579323147855735,61.30510112515974,7,47454.540820921,0.2490388447691948,Elétrica
11,Sudeste,Pequena,2,12,2019,22.478173998096967,22.475575591913476,21,83251.27040244042,0.012731194864987999,Ferramentas
41,Centro-Oeste,Pequena,7,9,2018,26.495917304068993,42.95790011711143,29,53697.86447159049,0.10467372656891004,Ferramentas
37,Sul,Grande,4,3,2022,23.74606196394684,28.71244471524072,1,68543.07199363485,0.13573089312688164,Acabamento
14,Centro-Oeste,Média,6,8,2018,24.336591101400522,88.04859760942395,26,55592.97783436327,0.14133619728912242,Acabamento
30,Sudeste,Grande,3,7,2021,23.38969301760834,23.210156740599285,17,56418.092748731266,0.10047825690500349,Ferramentas
35,Sudeste,Média,6,4,2021,27.355402020484433,47.558806092619534,24,25087.8909307334,0.1310557992417389,Acabamento
21,Sudeste,Média,5,10,2019,25.408223545091268,15.46327703959696,20,39662.09474379811,0.14525246447429524,Construção
37,Sul,Grande,5,3,2021,26.972720171583372,81.9914024414118,29,49568.85035764183,0.10539521736507196,Elétrica
5,Sudeste,Média,2,7,2022,24.912413185521256,58.025648323544104,20,22266.8744566043,0.1114305995532941,Ferramentas
19,Norte,Média,5,10,2023,16.979394937648376,52.739461791973355,30,41747.18251687122,0.13206200761603448,Acabamento
14,Sudeste,Pequena,3,9,2021,25.156842080498542,79.48625878583451,25,57321.785883232136,0.10106989193536453,Hidráulica
26,Centro-Oeste,Média,2,12,2023,25.317689775784086,52.94844882845224,18,55920.05179110294,0.16669408479495706,Acabamento
4,Centro-Oeste,Média,7,10,2019,26.2129796857673,54.39142712282154,5,54069.101792014386,0.1498744496753081,Acabamento
25,Centro-Oeste,Grande,5,3,2020,22.03135403157129,52.63450576130303,22,112560.6339549447,0.08468368172789645,Hidráulica
45,Sul,Grande,7,10,2018,19.02265141667244,61.272686508862385,6,62571.398202600525,0.06408142989416496,Elétrica
42,Centro-Oeste,Média,1,9,2018,28.12303322447139,40.15117232157475,10,56492.2018616461,0.13866327799586547,Hidráulica
25,Sul,Pequena,1,8,2022,23.631967217329155,45.71425385273335,28,44175.15898270935,0.10429917328263724,Elétrica
18,Sul,Pequena,1,12,2019,25.856220238424978,66.20669256914891,30,71328.1207686167,0.07035431361657497,Construção
40,Sudeste,Grande,7,3,2019,23.59269960055852,55.547459031157636,19,56809.17292915883,0.0760162953209949,Hidráulica
8,Norte,Média,1,8,2019,24.969690871132027,47.71512171795749,10,61150.135218094205,0.13241011565815183,Elétrica
39,Sudeste,Média,6,12,2018,22.75357326032096,21.989552179385754,6,53746.425181247956,0.07675116525981678,Elétrica
40,Sudeste,Pequena,1,4,2021,20.15958205423086,79.96100569073191,10,68289.96217089485,0.17229248920391893,Materiais Básicos
14,Sul,Pequena,2,6,2018,27.368658303843286,36.770917800984584,10,50138.81164850267,0.050110138656763205,Materiais Básicos
32,Sul,Pequena,4,12,2018,21.9843995588694,69.74474476838515,21,46450.57894045695,0.0749483913204474,Acabamento
38,Centro-Oeste,Grande,6,10,2018,25.819757404474053,53.51507303376171,12,66959.31260631362,0.05348667266457942,Hidráulica
33,Centro-Oeste,Média,4,2,2021,27.05230110951039,24.130989545402596,24,47701.7102571272,0.03905086178684,Elétrica
23,Sudeste,Grande,2,8,2020,22.065936421984592,75.04550955061231,4,33031.44387581086,0.060192034292337986,Materiais Básicos
15,Nordeste,Média,2,9,2022,18.980571828135076,55.09081292799079,13,33744.324215515815,0.07457041274718772,Acabamento
33,Nordeste,Grande,3,7,2020,37.130428069265264,76.70690713474085,26,49523.173994664656,0.07900871443796753,Acabamento
25,Centro-Oeste,Média,6,8,2020,22.36114062027287,46.35182598528162,10,32894.27622729064,-0.00823886155714311,Acabamento
17,Nordeste,Pequena,4,7,2018,28.117085793005792,64.08102459934109,16,33267.43580444938,0.04032594999820608,Materiais Básicos
33,Centro-Oeste,Pequena,1,11,2020,34.69731774785062,14.74945777309972,19,36531.00059630354,0.10899409597605751,Construção
47,Sul,Pequena,2,10,2018,28.949538734269467,39.995682728124855,6,42298.812927924424,0.06488068210326431,Ferramentas
2,Sudeste,Grande,1,4,2018,23.49778595586224,24.540133355374568,26,89050.43700366342,0.1520655264075506,Construção
14,Norte,Pequena,4,1,2022,24.664418062324444,42.504322999232166,30,59404.539974777224,0.08792050599351071,Construção
40,Sudeste,Média,7,3,2019,20.836963901305758,59.436234790122896,9,73680.15585570081,0.12961971566080574,Acabamento
40,Centro-Oeste,Grande,6,7,2018,29.408482134788713,37.90839824691709,14,81932.5647354686,0.08139875547599776,Ferramentas
39,Centro-Oeste,Média,5,11,2020,27.831353540293442,67.27684187277563,24,27193.489731691803,0.14577281247884077,Ferramentas
6,Sudeste,Grande,7,11,2022,22.427870908691283,32.867747128999774,10,67592.91426525256,-0.01668191553409268,Ferramentas
6,Centro-Oeste,Média,7,7,2023,19.78912596450778,67.70473227299956,8,40414.00468249648,0.10533181220134294,Acabamento
3,Nordeste,Média,5,11,2023,18.39383131168154,76.19514331748073,3,28210.961549594685,0.17652075259428027,Elétrica
7,Nordeste,Grande,2,3,2023,29.932570019021004,70.27052270181971,17,79313.03013761625,0.027142933490390347,Ferramentas
8,Centro-Oeste,Grande,3,1,2020,25.601865644777803,43.11621896340454,19,85226.30405525584,0.13761379544930963,Materiais Básicos
42,Centro-Oeste,Pequena,1,10,2019,26.074922681663757,7.490928041117144,30,51054.833918477496,0.11958784171768018,Materiais Básicos
15,Nordeste,Pequena,2,9,2021,20.885256870688213,61.643339934746955,3,22191.82905491008,0.028625696228732858,Ferramentas
47,Centro-Oeste,Média,3,12,2019,17.68248448347797,47.49530570569392,14,48770.99092096869,0.11740588148908036,Ferramentas
29,Centro-Oeste,Média,1,6,2022,29.81306787355816,30.432141197452932,28,84894.6002805005,0.11704857926464099,Ferramentas
33,Sudeste,Média,4,12,2019,25.210195184986155,38.8744187025918,6,37448.254149361965,0.09543939232938216,Materiais Básicos
30,Norte,Grande,7,7,2023,29.5361733002881,78.68850632889604,29,70093.30226442323,0.15706931233632007,Hidráulica
39,Nordeste,Grande,7,1,2019,23.07033436742218,27.25319598779691,19,84998.81362825053,0.15015085614378,Elétrica
27,Sudeste,Pequena,5,1,2022,23.815910784815706,59.366183512424236,18,43420.968295748724,0.14074606688358843,Hidráulica
36,Norte,Média,3,4,2022,28.56649088310316,54.359163512748076,12,43103.4379720538,0.17008824961350077,Materiais Básicos
29,Centro-Oeste,Pequena,1,7,2023,28.661740398252622,42.85224670673536,15,46569.51917017053,0.05940855504518515,Materiais Básicos
38,Centro-Oeste,Grande,2,11,2020,28.98782811342977,62.89065374626094,25,82798.35222944232,0.0738420739154512,Acabamento
33,Sudeste,Grande,1,11,2018,23.52399373448652,82.64490517797731,6,53949.12878506521,0.06705172030580292,Hidráulica
37,Centro-Oeste,Grande,2,8,2021,28.07273618825434,44.080569922276034,21,95774.48308772437,0.07444869365757065,Ferramentas
27,Sul,Pequena,7,10,2021,30.545497327383593,45.136381038457976,12,44084.30857126315,0.07540364346137819,Construção
33,Sudeste,Grande,5,9,2023,24.47613994159233,62.441298099804,19,79641.83414370568,0.09321035789303668,Ferramentas
4,Norte,Média,5,1,2021,22.432558181129732,68.36485642870002,7,43749.32548563307,0.08073329494459179,Materiais Básicos
22,Sudeste,Pequena,1,4,2019,31.71373801658383,47.4458558570273,23,29966.958641134293,0.04561895198272845,Acabamento
2,Nordeste,Grande,1,4,2022,21.727771332243464,43.89252527812703,20,20475.838156057183,0.13968893759200002,Hidráulica
10,Sudeste,Pequena,2,3,2022,28.147382485572386,5.64706958560479,10,53430.68889477669,0.05621584668036331,Acabamento
5,Centro-Oeste,Pequena,2,7,2023,24.707888447400695,34.439821752668934,18,22763.143525562955,0.1787195359573162,Elétrica
10,Centro-Oeste,Grande,3,1,2022,15.792171917577198,27.21376655864899,2,92199.37978431588,0.14033962295581853,Acabamento
33,Sul,Grande,7,9,2018,30.642970337392903,63.69249992623782,13,77860.47747498562,0.04109210013708634,Elétrica
38,Sul,Pequena,3,8,2022,11.21073185226316,45.12194102798316,15,80363.09056069684,0.09900485915014265,Hidráulica
13,Sul,Pequena,3,2,2022,15.079359666211955,44.339567889221435,28,41244.16912062859,0.029209084186108666,Ferramentas
31,Norte,Grande,1,2,2019,27.636650397403358,49.818874727540376,24,114029.44964017658,0.16370911680850092,Elétrica
47,Sul,Média,6,8,2020,27.635355993390576,32.596470597492,4,45637.180864763315,0.1002526316178513,Ferramentas
36,Norte,Pequena,6,11,2021,21.81210071061232,81.06494373377508,7,63936.036709188236,0.09833427600569263,Acabamento
45,Sul,Pequena,6,1,2019,25.739110451516225,75.96387823393222,3,58185.24081595736,0.11104950389748967,Acabamento
24,Norte,Média,6,7,2019,12.342849771109975,82.36213566095375,25,22488.891487006025,0.09137690397374902,Hidráulica
15,Sudeste,Grande,3,9,2019,28.534877322352997,63.66834462477783,16,146853.45305391517,0.06705491094310079,Ferramentas
29,Sudeste,Grande,1,12,2021,26.248627435267984,49.41043769956126,26,111416.72128422107,0.09518904100931616,Hidráulica
8,Centro-Oeste,Média,6,3,2023,24.771785733331022,82.2945860601377,9,55963.330336520674,0.16271480234967584,Elétrica
5,Norte,Grande,5,7,2019,25.10420741068886,36.38066328174041,23,104898.18198916712,0.07217100201179778,Acabamento
29,Nordeste,Grande,4,6,2020,27.46627088096516,32.57582041933975,23,64930.451276564534,0.16969398624276869,Acabamento
47,Centro-Oeste,Pequena,5,7,2023,24.855492382510697,37.96976970460282,17,63291.21667838161,0.07639658861717978,Acabamento
4,Sudeste,Pequena,1,7,2022,15.6297224863439,60.45742533828597,26,52349.33171682105,0.10898712779691022,Construção
12,Norte,Pequena,1,10,2020,35.98166117261261,34.75789613224654,8,34379.10890739942,0.19805368287485584,Acabamento
45,Sul,Média,4,1,2023,31.004004097142257,46.89254023564003,18,48474.438785359016,0.12822545314586786,Acabamento
2,Nordeste,Grande,2,3,2022,18.57527669022586,17.962894122304476,24,50578.986556871925,0.11769775642650246,Elétrica
27,Sudeste,Grande,2,10,2022,23.274313847617048,59.62195330856488,27,89227.30855183443,0.13267864318578806,Elétrica
31,Centro-Oeste,Pequena,2,1,2019,23.819829049219795,19.657932656337817,13,34192.40607162163,0.14994116803917792,Hidráulica
36,Norte,Pequena,3,5,2019,30.394247832544817,31.35677890269276,2,52216.628873111185,0.05816106149785378,Materiais Básicos
36,Nordeste,Média,2,3,2021,14.203655323401161,74.34334269793288,1,23085.9411058993,0.1249158708962706,Acabamento
26,Norte,Grande,7,1,2018,22.504958677851054,73.6063663397222,16,92344.15112888138,0.11289862267298041,Acabamento
43,Sul,Média,3,2,2020,16.196817783312483,57.48626179092996,16,31716.02644058325,-0.008320545255993045,Materiais Básicos
27,Centro-Oeste,Grande,3,10,2021,23.574522420858308,55.51327163470461,11,88582.20413152367,0.11239265642321027,Hidráulica
5,Norte,Média,2,5,2021,22.63749553457548,39.38080705691482,24,51768.93867758377,0.05049348925589681,Elétrica
20,Sudeste,Pequena,2,11,2020,25.39847033691356,34.541926725155975,4,65642.0837599219,0.10562519462324343,Acabamento
11,Centro-Oeste,Média,4,3,2023,21.975628004954082,42.75516604485241,11,47730.15393673622,0.1492145824336808,Hidráulica
10,Sudeste,Média,6,6,2020,21.24488304304738,19.726916510753647,26,62209.03070996399,0.05329596595800114,Materiais Básicos
40,Norte,Pequena,4,9,2022,28.09828345881574,55.04897109907327,6,52233.52122487001,0.09406222696214271,Elétrica
38,Centro-Oeste,Grande,3,6,2018,27.273363704712903,50.9766224961682,26,84636.30965188437,0.07871136931478127,Elétrica
6,Sudeste,Grande,4,2,2023,27.75699171389121,31.331574665794662,29,34685.99659256826,0.1570556590105887,Hidráulica
8,Sul,Pequena,3,2,2019,24.115499547545788,81.37363837682716,11,40344.85534493299,0.07250731498274884,Ferramentas
