Data,Pressao,Temperatura,Umidade
2006-12-04,1011.6,26,71.1,
2006-12-05,1012.3,25.1,75.3,
2006-12-06,1012.2,26,71.4,
2006-12-07,1010.6,26,75.5,
2006-12-08,1010.3,28.1,69.8,
2006-12-09,1010.5,26.8,72.2,
2006-12-10,1011.1,26.7,72.1,
2006-12-11,1011.6,26.9,71.7,
2006-12-12,1012.1,28,68,
2006-12-13,1011.8,27.5,69.1,
2006-12-14,1011.9,27.1,67.4,
2006-12-15,1011.6,27.2,67,
2006-12-16,1012.1,27.7,69,
2006-12-17,1013,27.9,68.5,
2006-12-18,1012.4,28,66.9,
2006-12-19,1012.5,24.6,84.9,
2006-12-20,1013,26.2,77.5
2006-12-21,1013.8,27.3,68.2,
2006-12-22,1013.1,27.2,65.9,
2006-12-23,null,null,78.5,
2006-12-24,1012,26.3,70.4,
2006-12-25,null,null,null,
2006-12-26,null,null,63.5,
2006-12-27,1013.1,26.8,72.6,
2006-12-28,1013.6,26.3,79.3,
2006-12-29,1013.1,25.9,78.6,
2006-12-30,1013.1,25.8,78.5,
2006-12-31,1012.8,26.3,76.3,
2007-01-01,1012.5,27.2,71.8,
2007-01-02,1013.1,25.2,84.5,
2007-01-03,1012.5,26.3,75.2,
2007-01-04,1011.8,26,77.8,
2007-01-05,1011.3,26.6,76.8,
2007-01-06,1011.1,26.2,78.8,
2007-01-07,1012.1,27,70.6,
2007-01-08,1011.5,26.7,71.6,
2007-01-09,1010.8,26.3,80,
2007-01-10,1011.1,26.9,75.7,
2007-01-11,1010.8,27.2,74.5
2007-01-12,1010.6,27.6,70.9,
2007-01-13,1009.8,26.4,75,
2007-01-14,1010.5,26.2,76.8,
2007-01-15,1010.9,26.9,74.4,
2007-01-16,1010.6,27.7,71.4,
2007-01-17,1011.1,28,68.2,
2007-01-18,1011.6,27.5,65.2,
2007-01-19,1012.1,26,75.6,
2007-01-20,1012.9,28.1,70.5,
2007-01-21,1013.1,27.7,67.3,
2007-01-22,1011.3,26.3,71.6,
2007-01-23,1010.8,26.2,71.2,
2007-01-24,1012.3,27,66.7,
2007-01-25,1012.1,26.6,74.1,
2007-01-26,1011.8,28,67.4,
2007-01-27,1011.7,27.6,66.9,
2007-01-28,1012.8,26.8,71.1,
2007-01-29,1012.7,26.7,72.4,
2007-01-30,1012,27.7,68.7,
2007-01-31,1011,27.4,69.2,
2007-02-01,1011.4,26.9,74,
2007-02-02,1011.7,28.2,69.1,
2007-02-03,1011.1,27.7,71.5,
2007-02-04,1011.7,27.9,70.4,
2007-02-05,1012,28.3,69,
2007-02-06,1010.9,27.6,69.7,
2007-02-07,1010.5,26.9,70.3,
2007-02-08,1011.8,27.3,70.6,
2007-02-09,1012.9,28.1,65.6,
2007-02-10,1013.4,27,71.7,
2007-02-11,1012.3,27.2,66.9,
2007-02-12,1010.8,27.8,67.7,
2007-02-13,1009.6,28.3,71,
2007-02-14,1010.2,25.6,80.1,
2007-02-15,1009.9,27,77.1,
2007-02-16,1008.9,27.5,72.4,
2007-02-17,1008.5,27.9,67,
2007-02-18,1008.8,26.7,74.2,
2007-02-19,1008.8,26.7,76.4,
2007-02-20,1009.8,26.3,78.9,
2007-02-21,1011.2,25,82.9,
2007-02-22,null,null,null,
2007-02-23,null,null,null,
2007-02-24,null,null,null,
2007-02-25,null,null,null,
2007-02-26,null,null,null,
2007-02-27,null,null,null,
2007-02-28,null,null,null,
2007-03-01,null,null,72.3,
2007-03-02,1010.3,27.2,65.9,
2007-03-03,1010.2,25.9,79.2,
2007-03-04,1010.6,26.1,75.9,
2007-03-05,1011.1,null,74.3,
2007-03-06,null,null,67.4,
2007-03-07,1013.2,null,69.6,
2007-03-08,1011.6,25.8,77.9,
2007-03-09,1010.7,24.5,85.8,
2007-03-10,1011,25.2,79.2,
2007-03-11,1011,27.2,74.8,
2007-03-12,1011.4,26.8,76.7,
2007-03-13,1011.6,27.1,74,
2007-03-14,1010.8,null,71.1,
2007-03-15,1011,27.7,70.7,
2007-03-16,1011.1,24.1,87.3,
2007-03-17,1011.1,25.9,84.4,
2007-03-18,1011.6,26.2,82.8,
2007-03-19,1011.6,26.5,81.7,
2007-03-20,1011.3,26.9,78.6,
2007-03-21,1010.1,26.7,75.8,
2007-03-22,1010.3,26.6,76,
2007-03-23,1011.2,25.8,77.3,
2007-03-24,1011.8,25.8,79.6,
2007-03-25,1011.1,25.1,85.7,
2007-03-26,1010.3,26.1,77.1,
2007-03-27,1010.8,27.1,72,
2007-03-28,1011,26.8,75.7,
2007-03-29,1009.9,27.6,68.1,
2007-03-30,1009.6,26.8,75.6,
2007-03-31,1009.5,26.9,73.8,
2007-04-01,1010.5,26.5,76.3,
2007-04-02,1010.8,26.7,74.1,
2007-04-03,1010.7,26.3,76.9,
2007-04-04,1010.7,26.8,68.5,
2007-04-05,1011.5,25.3,74.1,
2007-04-06,1011.9,25.6,75.9,
2007-04-07,1012.2,26.1,71.6,
2007-04-08,1012.1,25.9,75.3,
2007-04-09,1011.3,26,77.9,
2007-04-10,1010.9,28.3,72.3,
2007-04-11,1012.3,27.4,69.3,
2007-04-12,1013.1,25.8,78.4,
2007-04-13,1012.9,25.5,82,
2007-04-14,1012.4,25.9,79.4,
2007-04-15,1012.8,25.9,77.4,
2007-04-16,1012.1,26.2,76.8,
2007-04-17,1010.7,25.9,81.3,
2007-04-18,1010.5,25,88.7,
2007-04-19,1010.5,25.1,87.8,
2007-04-20,1010.8,24.5,90.1,
2007-04-21,1010.2,26.2,81.1,
2007-04-22,1010.6,26.1,80.1,
2007-04-23,1011.5,26.1,81.8,
2007-04-24,1011.7,25.2,84.3,
2007-04-25,1011.2,25.4,83.9,
2007-04-26,1010.1,26.1,81,
2007-04-27,1010.9,25.7,82.5,
2007-04-28,1011.9,26.4,80.3,
2007-04-29,1012.5,25.6,85.2,
2007-04-30,1011.4,25.1,86.7,
2007-05-01,1011.3,24.4,89.8,
2007-05-02,1011.7,25.6,80.7,
2007-05-03,1011.8,25,80.1,
2007-05-04,1011.6,25.3,81,
2007-05-05,1011,24.3,89,
2007-05-06,1010.2,26,81.6,
2007-05-07,1009.9,25,85.8,
2007-05-08,1010.7,25.3,82,
2007-05-09,1011.2,25,80.1,
2007-05-10,1012.5,25.8,78.5,
2007-05-11,1014.2,25.9,77.1,
2007-05-12,1014.9,25.1,80,
2007-05-13,1014.5,null,78.8,
2007-05-14,1013.3,25.5,79.3,
2007-05-15,1013.1,26,79.6,
2007-05-16,1012.8,25.5,80.8,
2007-05-17,1013,25.5,79.2,
2007-05-18,1012,25.4,79.9,
2007-05-19,1012,25.8,78.4,
2007-05-20,1012.4,25.2,76.8,
2007-05-21,1012.3,24.1,81.5,
2007-05-22,1011.2,24.9,82.9,
2007-05-23,1010.6,24.2,89.8,
2007-05-24,1011.7,25.1,83.3,
2007-05-25,1011.9,24.9,80.8,
2007-05-26,1011.8,23.5,90.2,
2007-05-27,1012.6,24.7,84.1,
2007-05-28,1012.9,24.9,82.2,
2007-05-29,1012.8,25.2,81,
2007-05-30,1013.3,25.3,79,
2007-05-31,1014,25.3,81.2,
2007-06-01,1014.5,24.8,82.6,
2007-06-02,1013.4,25.3,81.7,
2007-06-03,1013,25.1,83.1,
2007-06-04,1013.9,25.4,82.9,
2007-06-05,1014.9,24.3,86.1,
2007-06-06,1015.1,24.4,81.2,
2007-06-07,1014.1,24.2,82.2,
2007-06-08,1013.6,23.7,86.3,
2007-06-09,1013.8,23.6,84.4,
2007-06-10,1013.7,24.3,80.1,
2007-06-11,1013.9,23.3,86.8,
2007-06-12,1013.3,23.7,87.2,
2007-06-13,1013.4,24.8,78.8,
2007-06-14,1013,24.2,79.5,
2007-06-15,1013,23.9,84.5,
2007-06-16,1013.8,24.4,83.1,
2007-06-17,1013.8,25.6,81.7,
2007-06-18,1014.5,25,80.2,
2007-06-19,1015,24.6,78.8,
2007-06-20,1015.8,24.9,77.2,
2007-06-21,1015.9,24.8,77.6,
2007-06-22,1014.2,24.7,75.8,
2007-06-23,1012.9,24.8,80.6,
2007-06-24,1014.4,24.7,77.1,
2007-06-25,1015.7,22.9,85.6,
2007-06-26,1015.8,23.3,88.3,
2007-06-27,1014.8,23.3,89,
2007-06-28,1014.6,23.8,82.3,
2007-06-29,1015.8,23.4,84.6,
2007-06-30,1017.3,24.1,83.1,
2007-07-01,1018,23.2,86.5,
2007-07-02,1017.1,24.2,83.3,
2007-07-03,1016.9,24.2,78.2,
2007-07-04,1017.4,23.5,79.4,
2007-07-05,1017.3,24,79.1,
2007-07-06,1015.7,24.1,77.2,
2007-07-07,1014.6,22.9,89.3,
2007-07-08,1014.4,24.1,82.3,
2007-07-09,1014.2,23.6,84.8,
2007-07-10,1013.5,24.5,81,
2007-07-11,1014.5,24.4,73.2,
2007-07-12,1015.2,23.5,83,
2007-07-13,1015.1,24.4,82.2,
2007-07-14,1014.9,23.2,86.9,
2007-07-15,1014.6,22.8,85.9,
2007-07-16,1014.3,24,81.7,
2007-07-17,1014.6,24,81.1,
2007-07-18,1013.9,23.3,79.9,
2007-07-19,1013.7,22.5,79.3,
2007-07-20,1014.5,21.8,83.4,
2007-07-21,1014.8,23.3,83.4,
2007-07-22,1013.4,23.3,86.8,
2007-07-23,1013.5,23.7,82.6,
2007-07-24,1014.4,23.7,81.1,
2007-07-25,1014.2,23.9,81.9,
2007-07-26,1015.7,24,84.8,
2007-07-27,1015.2,24.2,79.6,
2007-07-28,1015.2,22.9,83.4,
2007-07-29,1014.8,22.7,85.3,
2007-07-30,1015.1,23.4,78.3,
2007-07-31,1014.9,23.1,80.8,
2007-08-01,1014.9,23,83.6,
2007-08-02,1015.4,24.3,76.6,
2007-08-03,1015.7,24.4,77.3,
2007-08-04,1016,24.5,79,
2007-08-05,1015.7,23.6,82.2,
2007-08-06,1015.3,23.3,82.8,
2007-08-07,1015.8,22.9,81.4,
2007-08-08,1015.9,24,78,
2007-08-09,1015.4,24.1,75.5,
2007-08-10,1014.9,23.5,81.6,
2007-08-11,1015.4,25.1,71.2,
2007-08-12,1015.5,24.6,72.2,
2007-08-13,1015.5,23.2,81.7,
2007-08-14,1015.7,23.4,77.6,
2007-08-15,1015.4,23.3,77,
2007-08-16,1015.2,23.1,78.5,
2007-08-17,1014.5,22.6,82.5,
2007-08-18,1014.5,23.8,70.3,
2007-08-19,1015.5,22.8,85.3,
2007-08-20,1015.8,23.2,85.5,
2007-08-21,1015.6,23.3,79.8,
2007-08-22,1014.9,23.6,75.8,
2007-08-23,1014.2,23.1,78.2,
2007-08-24,1013.3,24.4,76.5,
2007-08-25,1013,24.8,79.8,
2007-08-26,1014,24.4,77.5
2007-08-27,1014.5,24,77.1,
2007-08-28,1014.3,23.4,73.3,
2007-08-29,1015.6,23.5,71.8,
2007-08-30,1016.2,23.9,80.5,
2007-08-31,1016.7,24.5,71.3,
2007-09-01,1016.5,23.7,76.5,
2007-09-02,1017,24.9,68.4,
2007-09-03,1017.1,24,72.9,
2007-09-04,1017,22.8,85.5,
2007-09-05,1017,23.1,84.7,
2007-09-06,1017.1,23.9,76.7,
2007-09-07,1016.2,23.3,80.8,
2007-09-08,1015.7,22.3,83,
2007-09-09,1015.2,22.5,84.6,
2007-09-10,1015.2,24.2,76.1,
2007-09-11,1015.3,24.6,70.3,
2007-09-12,1015.6,23.7,76.9,
2007-09-13,1014.8,25,66.6,
2007-09-14,1014.3,23,84.7,
2007-09-15,1014.2,24.4,74.9,
2007-09-16,1013.6,23.5,84.1,
2007-09-17,1013.6,24.1,79.8,
2007-09-18,1015,24,79.2,
2007-09-19,1015.6,23.7,78.6,
2007-09-20,1014.6,24.6,70,
2007-09-21,1014.6,25.1,68.3,
2007-09-22,1015.3,25.2,69.6,
2007-09-23,1014.6,25.1,70,
2007-09-24,1014.5,25.1,70,
2007-09-25,1014.4,23.7,75.8,
2007-09-26,1016.1,24.1,76.4,
2007-09-27,1016.8,25.6,67.8,
2007-09-28,1016.5,25.2,70.2,
2007-09-29,1016.4,24.9,70.6,
2007-09-30,1016.4,24.8,67.5,
2007-10-01,1016.6,24.6,70.1,
2007-10-02,1015.8,24.5,72.8,
2007-10-03,1014.8,25.4,70.2,
2007-10-04,1014.3,25.4,70.7,
2007-10-05,1014.5,25.5,68.7,
2007-10-06,1013.7,25.2,70.9,
2007-10-07,1013.1,25,70.2,
2007-10-08,1013.5,23.9,78,
2007-10-09,1014,22.7,85.5,
2007-10-10,1013.3,24.8,72.8,
2007-10-11,1012.3,24.8,73.6,
2007-10-12,1012.2,24.1,76.8,
2007-10-13,1012.6,25.1,70.3,
2007-10-14,1012.6,25.1,69,
2007-10-15,1013.5,25.3,66.6,
2007-10-16,1014.1,24.4,74.3,
2007-10-17,1013.6,24.2,71.8,
2007-10-18,1013.2,25.9,69,
2007-10-19,1012.9,25.9,71.3,
2007-10-20,1013,26.3,69,
2007-10-21,1012.8,25.5,75.8,
2007-10-22,1013.2,26.1,71.6,
2007-10-23,1013.5,25.8,72.5,
2007-10-24,1014.1,26,69.7,
2007-10-25,1013.4,25.8,67.5,
2007-10-26,1013.1,25.9,66.6,
2007-10-27,1012.6,25.5,70.3,
2007-10-28,1011.8,26.1,71.8,
2007-10-29,1011.4,25.8,70.5,
2007-10-30,1010.4,26.1,68.5,
2007-10-31,1009.9,26,74.2,
2007-11-01,1010.6,26.3,71.5,
2007-11-02,1012.1,26.7,68.2,
2007-11-03,1012,26.1,68.5,
2007-11-04,1010.8,25.7,69.6,
2007-11-05,1011.2,26.3,67.1,
2007-11-06,1012.9,25.8,68.8,
2007-11-07,1012.9,25.2,75.4,
2007-11-08,1011,26.2,66.4,
2007-11-09,1010.2,25.9,62.7,
2007-11-10,1009.5,25.7,65.9,
2007-11-11,1010.3,26.1,68,
2007-11-12,1011.4,25.7,70,
2007-11-13,1011.7,26.1,71,
2007-11-14,1012.9,26.2,68.5,
2007-11-15,1012.8,25.8,72.2,
2007-11-16,1013.1,26.3,67.9,
2007-11-17,1012.9,25.9,70.3,
2007-11-18,1011.8,26,67.7,
2007-11-19,1012.2,24.9,69.5,
2007-11-20,1011.9,25.5,73.7,
2007-11-21,1012.6,27.1,70.1,
2007-11-22,1012.2,26.8,70.6,
2007-11-23,1011.4,26.7,72.5,
2007-11-24,1011.1,26.6,71.2,
2007-11-25,1011,25.9,70.4,
2007-11-26,1011,25.3,74.1,
2007-11-27,1009.8,25.5,77.6,
2007-11-28,1009.1,26.2,73.2,
2007-11-29,1009.4,27.2,68.5,
2007-11-30,1010.3,26.8,66.3,
2007-12-01,1011.1,26.5,62.9,
2007-12-02,1012.2,25.9,67.9,
2007-12-03,1011.6,26.1,69,
2007-12-04,1011,26.3,69.1,
2007-12-05,1011.8,27.3,69.8,
2007-12-06,1012.2,26.7,69.7,
2007-12-07,1011.1,27.1,68.5,
2007-12-08,1010.6,27.5,69.1,
2007-12-09,1011.6,27.1,70,
2007-12-10,1011.8,26.9,67,
2007-12-11,1011.6,26.9,64.8,
2007-12-12,1011.1,25.1,73.8,
2007-12-13,1010.7,25,75.7,
2007-12-14,1010.5,26.6,72.2,
2007-12-15,1009.1,26.7,74.6,
2007-12-16,1008.7,27,69.9,
2007-12-17,1010.3,26.3,71.3,
2007-12-18,1011.5,26.4,71.1,
2007-12-19,1011.6,27.3,67.3,
2007-12-20,1010.8,26.7,68.5,
2007-12-21,1011.2,27.1,68.7,
2007-12-22,1011.6,27.2,66.6,
2007-12-23,1011.7,27,65,
2007-12-24,1011.7,25.7,69.9,
2007-12-25,1011.2,25.9,70.8,
2007-12-26,1011.1,26.6,70,
2007-12-27,1010.3,26.7,70.5,
2007-12-28,1011.1,26.8,65.1,
2007-12-29,1011.1,26.8,66.3,
2007-12-30,1011.1,26,72.8,
2007-12-31,1011,26.9,65.2,
2008-01-01,1011,26.6,64,
2008-01-02,1011.7,26.2,70.4,
2008-01-03,1013.2,26.2,70.4,
2008-01-04,1014.1,27.1,70.2,
2008-01-05,1013.8,26.9,68.2,
2008-01-06,1012.2,26.3,68.4,
2008-01-07,1011.1,26.3,74.5
2008-01-08,1010.4,27.4,69.9,
2008-01-09,1009.9,26.8,66.3,
2008-01-10,1009.2,26.3,67.5,
2008-01-11,1010.3,27.1,68.6,
2008-01-12,1010.8,26.9,70.4,
2008-01-13,1010.3,25.4,78.6,
2008-01-14,1010.3,25.2,78.4,
2008-01-15,1009.7,25.7,76.8,
2008-01-16,1009.9,24.9,83.5,
2008-01-17,1010.4,26.9,74.3,
2008-01-18,1011.4,26.7,71.1,
2008-01-19,1010.8,25.6,73.5,
2008-01-20,1010.3,26.1,74.8,
2008-01-21,1010,27.2,74.1,
2008-01-22,1010.2,27.4,73.6,
2008-01-23,1010.1,27.4,71.8,
2008-01-24,1010.4,27.2,72.6,
2008-01-25,1010,26.7,73,
2008-01-26,1010,27.1,68.6,
2008-01-27,1010.6,26.7,68.4,
2008-01-28,1010.5,26.3,70.8,
2008-01-29,1009.1,26.1,73.6,
2008-01-30,1007.6,25,85.3,
2008-01-31,1006.6,26.2,80.8,
2008-02-01,1008.4,26.9,73.8,
2008-02-02,1010.6,26.3,72.3,
2008-02-03,1012.4,26.6,73.8,
2008-02-04,1012.1,26.7,72.7,
2008-02-05,1012.5,26,72.3,
2008-02-06,1013,26.5,70,
2008-02-07,1013.3,27.2,71,
2008-02-08,1012.7,27.5,70,
2008-02-09,1011,27.8,66.8,
2008-02-10,1010.6,26.4,70.2,
2008-02-11,1010.9,27.4,70,
2008-02-12,1011.1,28.1,65.8,
2008-02-13,1010.7,26.8,69.1,
2008-02-14,1010.4,26.5,68.8,
2008-02-15,1009.9,26.2,72.5,
2008-02-16,1009.8,26.6,73.5,
2008-02-17,1011.1,27.8,68.6,
2008-02-18,1012.2,27.6,71.3,
2008-02-19,1012.2,27.4,71.3,
2008-02-20,1010.7,27,72.1,
2008-02-21,1010.9,26.4,71.4,
2008-02-22,1012.4,26.9,67,
2008-02-23,1012.9,27.3,68.7,
2008-02-24,1012,27.7,69.4,
2008-02-25,1010.7,27.8,70.1,
2008-02-26,1009.3,28,70,
2008-02-27,1009.8,27.9,70.3,
2008-02-28,1009.5,27.9,71.2,
2008-02-29,1009.4,28,71.4,
2008-03-01,1009.5,27.7,69.9,
2008-03-02,1009.5,27.1,71.8,
2008-03-03,1009.9,27.5,69.3,
2008-03-04,1010,27.2,73.1,
2008-03-05,1009.3,27.7,69.7,
2008-03-06,1008.8,27.1,69.8,
2008-03-07,1010,27.7,67.2,
2008-03-08,1011.3,26.7,73.8,
2008-03-09,1011.3,26.5,75.2,
2008-03-10,1010.8,26.3,75.5,
2008-03-11,1010.4,26.9,76.2,
2008-03-12,1010.5,26.9,75.7,
2008-03-13,1010.4,26.5,76.4,
2008-03-14,1009.5,27.3,73.7,
2008-03-15,1010.2,27.2,72.7,
2008-03-16,1011.2,26.2,74.4,
2008-03-17,1011,25.6,78.9,
2008-03-18,1010.8,26.1,79.3,
2008-03-19,1010.2,25.8,79.8,
2008-03-20,1010.9,24.1,86.8,
2008-03-21,1010.8,23.9,90.3,
2008-03-22,1010.3,25.5,82.9,
2008-03-23,1009.7,25.1,86.1,
2008-03-24,1010.6,24.8,86.1,
2008-03-25,1010.8,25.8,81.3,
2008-03-26,1009.8,26.2,82,
2008-03-27,1008.7,26.3,81,
2008-03-28,1008.6,26.3,79,
2008-03-29,1008.9,25.2,84.2,
2008-03-30,1008.5,25.1,86.2,
2008-03-31,1008.5,23.2,92.9,
2008-04-01,1007.9,25,83.2,
2008-04-02,1008.2,25.8,80.6,
2008-04-03,1008.6,25.5,78.2,
2008-04-04,null,null,null,
2008-04-05,null,null,null,
2008-04-06,null,null,null,
2008-04-07,null,null,null,
2008-04-08,null,null,null,
2008-04-09,null,null,null,
2008-04-10,null,null,null,
2008-04-11,1007.7,24.7,86.9,
2008-04-12,1008.2,25.7,81.4,
2008-04-13,1009.4,23.4,92.4,
2008-04-14,1009.8,25.1,83.5,
2008-04-15,1010.3,25.7,81.3,
2008-04-16,1011.1,25.7,80.7,
2008-04-17,1011.6,25.8,79.9,
2008-04-18,1010.7,25.2,82.3,
2008-04-19,1010.5,24.8,85.7,
2008-04-20,1010.9,25.3,81.9,
2008-04-21,1010.9,25.6,83.8,
2008-04-22,1010.2,26,81.3,
2008-04-23,1009.8,25.8,83,
2008-04-24,1009.5,25.8,81.3,
2008-04-25,1009.4,26.7,75.1,
2008-04-26,1009.5,25.2,78,
2008-04-27,1009.9,24.2,87.8,
2008-04-28,1009.5,24.7,86.6,
2008-04-29,1009.2,25.6,81.1,
2008-04-30,1008.9,25.1,82,
2008-05-01,1009.5,24.4,88.8,
2008-05-02,1009.7,25,81.7,
2008-05-03,1010.1,25.1,79.9,
2008-05-04,1011,25.4,80.6,
2008-05-05,1010.7,25.4,85.9,
2008-05-06,1010.1,25.9,84.2,
2008-05-07,1010,25.9,85.6,
2008-05-08,1009.8,25.9,82.3,
2008-05-09,1009.7,24.4,89.9,
2008-05-10,1011.4,24.6,87.5,
2008-05-11,1012.3,24,90.1,
2008-05-12,1012.7,24.6,85.2,
2008-05-13,1013.3,25.3,75.6,
2008-05-14,1012.8,23.6,85.2,
2008-05-15,1013.7,23.5,89.1,
2008-05-16,1013.3,24.5,86.8,
2008-05-17,1013.2,25.3,81.6,
2008-05-18,1013.3,24.4,84.5,
2008-05-19,1012.1,24.6,82.4,
2008-05-20,1011.7,24.9,82.9,
2008-05-21,1011.1,24.4,83.9,
2008-05-22,1011.8,24.5,84.3,
2008-05-23,1011.2,24.5,84.1,
2008-05-24,1011.3,24.9,83.5,
2008-05-25,1011,24.4,86.1,
2008-05-26,1011.1,25.1,85,
2008-05-27,1011.6,23.5,91.6,
2008-05-28,1011.4,24.3,82.7,
2008-05-29,null,null,86.9,
2008-05-30,null,null,null,
2008-05-31,null,null,null,
2008-06-01,null,null,null,
2008-06-02,null,null,null,
2008-06-03,null,null,null,
2008-06-04,null,null,87.8,
2008-06-05,1014,24,85.9,
2008-06-06,1014,24.8,80.8,
2008-06-07,1013.2,24.8,81.5,
2008-06-08,1012.5,25.2,76.5,
2008-06-09,1013,25.6,72,
2008-06-10,1013.3,23.6,85.8,
2008-06-11,1013,23.6,81.3,
2008-06-12,1013.2,24.4,79.3,
2008-06-13,1012.9,23.7,81,
2008-06-14,1012.5,23,88.7,
2008-06-15,1013.2,23.4,88.4,
2008-06-16,1014.2,22.1,94.1,
2008-06-17,null,null,null,
2008-06-18,null,null,null,
2008-06-19,1013,23.1,84.5,
2008-06-20,1012.7,23.4,82.1,
2008-06-21,1012.1,21.9,82.5,
2008-06-22,1012.2,22.9,84.5,
2008-06-23,1013.4,23,88.5,
2008-06-24,1014.6,23.8,84.2,
2008-06-25,null,null,null,
2008-06-26,null,null,null,
2008-06-27,null,null,null,
2008-06-28,null,null,null,
2008-06-29,1016.1,null,78.9,
2008-06-30,null,null,80.5,
2008-07-01,1015,null,90.4,
2008-07-02,null,null,null,
2008-07-03,null,null,null,
2008-07-04,null,null,83.3,
2008-07-05,null,null,93.1,
2008-07-06,null,null,null,
2008-07-07,null,null,null,
2008-07-08,null,null,84.3,
2008-07-09,null,null,85.8,
2008-07-10,null,null,null,
2008-07-11,null,null,null,
2008-07-12,null,null,null,
2008-07-13,1014.1,22.8,77.6,
2008-07-14,1014.3,22.6,79.1,
2008-07-15,1015.7,22.5,82.4,
2008-07-16,null,null,90.9,
2008-07-17,1014.6,null,89.2,
2008-07-18,1014.5,null,86.7,
2008-07-19,1015.6,null,88.4,
2008-07-20,1015.3,24.4,87.8,
2008-07-21,1015.6,null,90,
2008-07-22,1015.8,24.9,72.2,
2008-07-23,1015.3,null,74.4,
2008-07-24,1014.5,22.8,83.7,
2008-07-25,null,null,89.6,
2008-07-26,null,null,null,
2008-07-27,null,null,null,
2008-07-28,null,null,null,
2008-07-29,null,null,null,
2008-07-30,null,null,null,
2008-07-31,null,null,null,
2008-08-01,null,null,null,
2008-08-02,null,null,null,
2008-08-03,null,null,null,
2008-08-04,null,null,null,
2008-08-05,null,null,null,
2008-08-06,null,null,null,
2008-08-07,null,null,null,
2008-08-08,null,null,null,
2008-08-09,null,null,null,
2008-08-10,null,null,null,
2008-08-11,null,null,null,
2008-08-12,null,null,null,
2008-08-13,null,null,null,
2008-08-14,null,null,null,
2008-08-15,null,null,null,
2008-08-16,null,null,null,
2008-08-17,null,null,null,
2008-08-18,null,null,null,
2008-08-19,null,null,null,
2008-08-20,null,null,null,
2008-08-21,null,null,null,
2008-08-22,null,null,null,
2008-08-23,null,null,null,
2008-08-24,null,null,null,
2008-08-25,null,null,null,
2008-08-26,null,null,null,
2008-08-27,null,null,null,
2008-08-28,null,null,null,
2008-08-29,null,null,null,
2008-08-30,null,null,null,
2008-08-31,null,null,null,
2008-09-01,null,null,null,
2008-09-02,null,null,null,
2008-09-03,null,null,null,
2008-09-04,null,null,null,
2008-09-05,null,null,null,
2008-09-06,null,null,null,
2008-09-07,null,null,null,
2008-09-08,null,null,null,
2008-09-09,null,null,null,
2008-09-10,null,null,null,
2008-09-11,null,null,null,
2008-09-12,null,null,null,
2008-09-13,null,null,null,
2008-09-14,null,null,null,
2008-09-15,null,null,null,
2008-09-16,null,null,null,
2008-09-17,null,null,null,
2008-09-18,null,null,null,
2008-09-19,null,null,null,
2008-09-20,null,null,null,
2008-09-21,null,null,null,
2008-09-22,null,null,null,
2008-09-23,null,null,null,
2008-09-24,null,null,null,
2008-09-25,null,null,null,
2008-09-26,null,null,null,
2008-09-27,null,null,null,
2008-09-28,null,null,null,
2008-09-29,null,null,null,
2008-09-30,null,null,null,
2008-10-01,null,null,null,
2008-10-02,null,null,null,
2008-10-03,null,null,null,
2008-10-04,null,null,null,
2008-10-05,null,null,null,
2008-10-06,null,null,null,
2008-10-07,null,null,null,
2008-10-08,null,null,null,
2008-10-09,null,null,null,
2008-10-10,null,null,null,
2008-10-11,null,null,null,
2008-10-12,null,null,null,
2008-10-13,null,null,null,
2008-10-14,null,null,null,
2008-10-15,null,null,null,
2008-10-16,null,null,null,
2008-10-17,null,null,null,
2008-10-18,null,null,null,
2008-10-19,null,null,null,
2008-10-20,null,null,null,
2008-10-21,null,null,null,
2008-10-22,null,null,null,
2008-10-23,null,null,null,
2008-10-24,null,null,null,
2008-10-25,null,null,null,
2008-10-26,null,null,null,
2008-10-27,null,null,null,
2008-10-28,null,null,null,
2008-10-29,null,null,null,
2008-10-30,null,null,null,
2008-10-31,null,null,null,
2008-11-01,null,null,null,
2008-11-02,null,null,null,
2008-11-03,null,null,null,
2008-11-04,null,null,null,
2008-11-05,null,null,null,
2008-11-06,null,null,null,
2008-11-07,null,null,null,
2008-11-08,null,null,null,
2008-11-09,null,null,null,
2008-11-10,null,null,null,
2008-11-11,null,null,null,
2008-11-12,null,null,null,
2008-11-13,null,null,null,
2008-11-14,null,null,null,
2008-11-15,null,null,null,
2008-11-16,null,null,null,
2008-11-17,null,null,null,
2008-11-18,null,null,null,
2008-11-19,null,null,null,
2008-11-20,null,null,null,
2008-11-21,null,null,null,
2008-11-22,null,null,null,
2008-11-23,null,null,null,
2008-11-24,null,null,null,
2008-11-25,null,null,null,
2008-11-26,null,null,null,
2008-11-27,null,null,null,
2008-11-28,null,null,null,
2008-11-29,null,null,null,
2008-11-30,null,null,null,
2008-12-01,null,null,null,
2008-12-02,null,null,null,
2008-12-03,null,null,null,
2008-12-04,null,null,null,
2008-12-05,null,null,null,
2008-12-06,null,null,null,
2008-12-07,null,null,null,
2008-12-08,null,null,null,
2008-12-09,null,null,null,
2008-12-10,null,null,null,
2008-12-11,null,null,null,
2008-12-12,null,null,null,
2008-12-13,null,null,null,
2008-12-14,null,null,null,
2008-12-15,null,null,null,
2008-12-16,null,null,null,
2008-12-17,null,null,null,
